generic_name,brand_name,baseline_price,system_id
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,COVERAGE 256,0.65,02243832
AMIODARONE HYDROCHLORIDE,SANDOZ AMIODARONE,0.65,02243836
EFLORNITHINE HYDROCHLORIDE,VANIQA,0.65,02243837
BISACODYL,BISACODYL TABLETS 5MG,0.65,02243838
FUSIDIC ACID,FUCITHALMIC,0.65,02243862
BETAHISTINE HYDROCHLORIDE,SERC,0.65,02243878
LORATADINE,APO-LORATADINE,0.65,02243880
HEXYLRESORCINOL,STREPSILS ANAESTHETIC FORMULA,0.65,02243888
MIRTAZAPINE,REMERON,0.65,02243910
TRETINOIN,RETIN-A MICRO,0.65,02243914
DESLORATADINE,AERIUS,0.65,02243919
AMINOLEVULINIC ACID HYDROCHLORIDE,LEVULAN KERASTICK,0.65,02243933
FOLLITROPIN BETA,PUREGON,0.65,02243948
DIMETHICONE,MEDLINE REMEDY ESSENTIALS CLEANSE BAZA CLEANSE & PROTECT,0.65,02243966
ACETYLSALICYLIC ACID,ENTROPHEN CHEWABLE,0.65,02243974
ESTRADIOL,ESTRADOT 37.5,0.65,02243999
ESTRADIOL,ESTRADOT 50,0.65,02244000
ESTRADIOL,ESTRADOT 75,0.65,02244001
ESTRADIOL,ESTRADOT 100,0.65,02244002
MICONAZOLE NITRATE,MONISTAT 3 VAGINAL CREAM,0.65,02244005
INFLIXIMAB,REMICADE,0.65,02244016
HYDROCHLOROTHIAZIDE + CANDESARTAN CILEXETIL,ATACAND PLUS,0.65,02244021
MISOPROSTOL,MISOPROSTOL,0.65,02244022
TRICLOSAN,KEYSTONE ANTIBACTERIAL FOAM HAND SOAP,0.65,02244052
CALCIPOTRIOL + BETAMETHASONE (BETAMETHASONE DIPROPIONATE),DOVOBET OINTMENT,0.65,02244126
SUFENTANIL (SUFENTANIL CITRATE),SUFENTANIL CITRATE INJECTION USP,0.65,02244147
TACROLIMUS,PROTOPIC,0.65,02244148
DIPHENHYDRAMINE HYDROCHLORIDE,SLEEP AID LIQUID FASTGELS,0.65,02244203
SIMETHICONE,ULTRA STRENGTH GAS RELIEF,0.65,02244204
BENZALKONIUM CHLORIDE,VINOXX,0.65,02244220
CHLORPHENIRAMINE MALEATE + PHENYLEPHRINE HYDROCHLORIDE + ACETAMINOPHEN,COLTALIN COLD & ALLERGY TABLETS,0.65,02244263
CASPOFUNGIN (CASPOFUNGIN ACETATE),CANCIDAS,0.65,02244266
METHADONE HYDROCHLORIDE,METADOL-D,0.65,02244290
FLUTICASONE PROPIONATE,FLOVENT HFA,0.65,02244291
GABAPENTIN,APO-GABAPENTIN,0.65,02244304
SEVELAMER HYDROCHLORIDE,RENAGEL,0.65,02244310
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,ACI QUAT,0.65,02244321
ACETAMINOPHEN,TAMINOL CAPLETS,0.65,02244331
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,FIGHTBAC RTU,0.65,02244338
DIDECYL DIMETHYL AMMONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,FIGHTBAC 64,0.65,02244341
TELMISARTAN + HYDROCHLOROTHIAZIDE,MICARDIS PLUS,0.65,02244344
INSULIN ASPART,NOVORAPID,0.65,02244353
MEFLOQUINE (MEFLOQUINE HYDROCHLORIDE),MEFLOQUINE,0.65,02244366
PACLITAXEL,PACLITAXEL FOR INJECTION,0.65,02244372
PROPOFOL,PROPOFOL INJECTION,0.65,02244379
CEFUROXIME (CEFUROXIME AXETIL),APO-CEFUROXIME,0.65,02244393
CARBAMAZEPINE,TARO-CARBAMAZEPINE CHEWABLE TABLETS,0.65,02244403
DIPYRIDAMOLE,"DIPYRIDAMOLE INJECTION, USP",0.65,02244475
CARBIDOPA + LEVODOPA,TEVA-LEVOCARBIDOPA,0.65,02244495
LEVODOPA + CARBIDOPA,TEVA-LEVOCARBIDOPA,0.65,02244496
GABAPENTIN,TEVA-GABAPENTIN,0.65,02244513
ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),NEXIUM - 20MG,0.65,02244521
ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE),NEXIUM - 40MG,0.65,02244522
LIDOCAINE,MAXILENE 4,0.65,02244533
PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM FOR INJECTION,0.65,02244550
TROLAMINE SALICYLATE,MYOFLEX MAXIMUM STRENGTH,0.65,02244573
IBUPROFEN,ADVIL EXTRA STRENGTH CAPLETS,0.65,02244577
TOLTERODINE TARTRATE,DETROL LA,0.65,02244612
MILRINONE (MILRINONE LACTATE),"MILRINONE LACTATE INJECTION, USP",0.65,02244622
CLOBAZAM,APO-CLOBAZAM,0.65,02244638
CARBOXYMETHYLCELLULOSE SODIUM,REFRESH LIQUIGEL,0.65,02244650
OXCARBAZEPINE,TRILEPTAL ORAL SUSPENSION,0.65,02244673
MEDROXYPROGESTERONE ACETATE,AA-MEDROXY,0.65,02244726
DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE INJECTION,0.65,02244728
TOLNAFTATE,ODOR-EATERS,0.65,02244777
VALSARTAN,DIOVAN 80MG TABLETS,0.65,02244781
VALSARTAN,DIOVAN 160MG TABLETS,0.65,02244782
MORPHINE SULFATE,SANDOZ MORPHINE SR,0.65,02244790
TENECTEPLASE,TNKASE,0.65,02244826
SERTRALINE (SERTRALINE HYDROCHLORIDE),PMS-SERTRALINE,0.65,02244838
COLISTIN (COLISTIMETHATE SODIUM),COLISTIMETHATE FOR INJECTION U.S.P.,0.65,02244849
OCTINOXATE + OXYBENZONE + AVOBENZONE,REVERSA UV CREME VISAGE ET COU FPS 15,0.65,02244858
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,MULTI-SAN DISINFECTANT CLEANER,0.65,02244869
MESNA,MESNA FOR INJECTION,0.65,02244931
BENZALKONIUM CHLORIDE,HERTEL BIODÉGRADABLE PLUS ULTRA PUISSANT STRENGTH,0.65,02244935
KETOROLAC TROMETHAMINE,"KETOROLAC TROMETHAMINE INJECTION, USP",0.65,02244947
BOSENTAN (BOSENTAN MONOHYDRATE),TRACLEER,0.65,02244981
ACETYLSALICYLIC ACID,ASA 81 MG,0.65,02244993
PSEUDOEPHEDRINE HYDROCHLORIDE + ACETAMINOPHEN + DOXYLAMINE SUCCINATE,SINUS MEDICATION,0.65,02245016
MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C + TETANUS TOXOID,NEISVAC-C,0.65,02245057
OMEPRAZOLE,APO-OMEPRAZOLE,0.65,02245058
SALMETEROL (SALMETEROL XINAFOATE) + FLUTICASONE PROPIONATE,ADVAIR,0.65,02245126
FLUTICASONE PROPIONATE + SALMETEROL (SALMETEROL XINAFOATE),ADVAIR,0.65,02245127
SIMETHICONE + LOPERAMIDE HYDROCHLORIDE,IMODIUM COMPLETE,0.65,02245185
LAMOTRIGINE,APO-LAMOTRIGINE,0.65,02245208
LEVODOPA + CARBIDOPA,AA-LEVOCARB CR,0.65,02245211
ASCORBIC ACID (ASCORBIC ACID),VITAMIN C,0.65,02245214
PYRIDOXINE HYDROCHLORIDE,"PYRIDOXINE HYDROCHLORIDE INJECTION, USP",0.65,02245215
GLICLAZIDE,APO-GLICLAZIDE,0.65,02245247
INDAPAMIDE,APO-INDAPAMIDE 1.25 MG TABLETS,0.65,02245246
AMIODARONE HYDROCHLORIDE,"AMIODARONE HYDROCHLORIDE FOR INJECTION, USP",0.65,02245248
FLUCONAZOLE,MYLAN-FLUCONAZOLE,0.65,02245292
ALENDRONIC ACID (ALENDRONATE SODIUM),FOSAMAX,0.65,02245329
TESTOSTERONE,ANDROGEL,0.65,02245345
BENZALKONIUM CHLORIDE,GERM CLEAN,0.65,02245380
BUDESONIDE + FORMOTEROL FUMARATE DIHYDRATE,SYMBICORT 100 TURBUHALER,0.65,02245385
BUDESONIDE + FORMOTEROL FUMARATE DIHYDRATE,SYMBICORT 200 TURBUHALER,0.65,02245386
DIMENHYDRINATE,JAMP-DIMENHYDRINATE,0.65,02245416
MOXIDECTIN,PROHEART 6,0.65,02245422
PIMOZIDE,PIMOZIDE,0.65,02245432
PHOSPHOLIPID + SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C,BLES,0.65,02245464
SIMETHICONE,PEDIACOL,0.65,02245510
CLOBETASOL PROPIONATE,"TARO-CLOBETASOL TOPICAL SOLUTION USP, 0.05%",0.65,02245522
CLOBETASOL PROPIONATE,"TARO-CLOBETASOL CREAM USP, 0.05%",0.65,02245523
CLOBETASOL PROPIONATE,"TARO-CLOBETASOL OINTMENT USP, 0.05%",0.65,02245524
FONDAPARINUX SODIUM,ARIXTRA,0.65,02245531
PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE),PMS-PREDNISOLONE,0.65,02245532
MICONAZOLE NITRATE,MICONAZOLE NITRATE VAGINAL CREAM 2%,0.65,02245546
ALFUZOSIN HYDROCHLORIDE,XATRAL,0.65,02245565
BACITRACIN,BACIJECT,0.65,02245571
OXYMETAZOLINE HYDROCHLORIDE,DRIXORAL NO DRIP EXTRA MOISTURIZING,0.65,02245575
OXYMETAZOLINE HYDROCHLORIDE,DRIXORAL NO DRIP ORIGINAL UNSCENTED,0.65,02245578
OXYMETAZOLINE HYDROCHLORIDE,DRIXORAL NO DRIP COOLING MENTHOL,0.65,02245580
DIPHENHYDRAMINE HYDROCHLORIDE + AMMONIUM CHLORIDE + CODEINE PHOSPHATE,DAMYLIN WITH CODEINE SYRUP,0.65,02245592
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,STERISAN,0.65,02245600
GLATIRAMER ACETATE,COPAXONE,0.65,02245619
DIOCTYL DIMETHYL AMMONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,FARM AND ANIMAL CARE DISINFECTANT-128,0.65,02245636
GANIRELIX (GANIRELIX ACETATE),ORGALUTRAN,0.65,02245641
FLUCONAZOLE,PMS-FLUCONAZOLE,0.65,02245643
KETOCONAZOLE,KETODERM CREAM 2%,0.65,02245662
TRIMEBUTINE MALEATE,APO-TRIMEBUTINE,0.65,02245663
TRENBOLONE ACETATE + ESTRADIOL + TYLOSIN TARTRATE,COMPONENT TE-H IMPLANTS WITH TYLAN,0.65,02245665
SALBUTAMOL (SALBUTAMOL SULFATE),APO-SALBUTAMOL HFA,0.65,02245669
ESTRADIOL,ESTRADOT 25,0.65,02245676
INSULIN GLARGINE,LANTUS,0.65,02245689
ACETAMINOPHEN + PSEUDOEPHEDRINE HYDROCHLORIDE + DEXTROMETHORPHAN HYDROBROMIDE + GUAIFENESIN,"BENYLIN EXTRA STRENGTH ALL-IN-ONE COUGH, COLD & FLU",0.65,02245710
CHLORHEXIDINE GLUCONATE,ANTISEPTIC BODY CLEANSER,0.65,02245741
TYLOSIN TARTRATE + PROGESTERONE + ESTRADIOL BENZOATE,COMPONENT E-S IMPLANTS WITH TYLAN,0.65,02245743
ESTRADIOL BENZOATE + PROGESTERONE + TYLOSIN TARTRATE,COMPONENT E-C IMPLANTS WITH TYLAN,0.65,02245744
TYLOSIN TARTRATE + TRENBOLONE ACETATE + ESTRADIOL,COMPONENT TE-S IMPLANTS WITH TYLAN,0.65,02245745
TYLOSIN TARTRATE + TESTOSTERONE PROPIONATE + ESTRADIOL BENZOATE,COMPONENT E-H IMPLANTS WITH TYLAN,0.65,02245746
VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE),VALCYTE,0.65,02245777
DIOCTYL DIMETHYL AMMONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,NDC MORNING FRESH NEUTRAL DISINFECTANT CLEANER,0.65,02245816
KETOROLAC TROMETHAMINE,KETOROLAC,0.65,02245821
CLODRONATE DISODIUM,CLASTEON,0.65,02245828
CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),NV-CLINDAMYCIN,0.65,02245832
BENZALKONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,FOSTER 40-80 HVAC & WALL DISINFECTANT,0.65,02245840
BENZALKONIUM CHLORIDE,N.A.C. PLUS,0.65,02245853
ALTEPLASE,CATHFLO,0.65,02245859
DIMENHYDRINATE,GRAVOL LIQUID GELS,0.65,02245867
DIMETHICONE,COMFORT SHIELD,0.65,02245871
METHAZOLAMIDE,METHAZOLAMIDE,0.65,02245882
CYPROTERONE ACETATE,CYPROTERONE,0.65,02245898
ANAKINRA,KINERET,0.65,02245913
CARVEDILOL,PMS-CARVEDILOL,0.65,02245914
BENZALKONIUM CHLORIDE,LYSOL MULTI-SURFACE CLEANER,0.65,02245935
LIDOCAINE,MAXILENE 5,0.65,02245939
DOCUSATE SODIUM,JAMP-DOCUSATE SODIUM,0.65,02245946
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM FOR INJECTION,0.65,02245948
IRON (GLEPTOFERRON),GLEPTOSIL,0.65,02245952
ISOPROPYL ALCOHOL + BENZETHONIUM CHLORIDE,CAVIWIPES XL,0.65,02246012
THYROTROPIN ALFA,THYROGEN,0.65,02246016
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,GERMICIDAL SURFACE CLEANER,0.65,02246034
BISACODYL,JAMP-BISACODYL,0.65,02246039
DICLAZURIL,CLINACOX 0.5%,0.65,02246048
CITALOPRAM (CITALOPRAM HYDROBROMIDE),APO-CITALOPRAM,0.65,02246056
ACETAMINOPHEN,TYLENOL MUSCLE & BODY,0.65,02246060
PREDNISOLONE (PREDNISOLONE ACETATE),PREDNISOLONE 5 MG TABLETS,0.65,02246080
VARICELLA VIRUS LIVE ATTENUATED (OKA/MERCK STRAIN),VARIVAX III,0.65,02246081
FLUNARIZINE (FLUNARIZINE HYDROCHLORIDE),FLUNARIZINE,0.65,02246082
IPRATROPIUM BROMIDE,IPRAVENT,0.65,02246084
PRAMOXINE HYDROCHLORIDE + ZINC ACETATE,POLYSPORIN ITCH RELIEF,0.65,02246156
PSEUDOEPHEDRINE HYDROCHLORIDE + CETIRIZINE HYDROCHLORIDE,REACTINE COMPLETE,0.65,02246162
AMIODARONE HYDROCHLORIDE,APO-AMIODARONE TABLETS,0.65,02246194
ESTRADIOL + TRENBOLONE ACETATE,REVALOR-G,0.65,02246207
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,VITTAL XP,0.65,02246209
SODIUM HYPOCHLORITE,LAVO 12 SODIUM HYPOCHLORITE,0.65,02246212
FLUDARABINE PHOSPHATE,FLUDARA,0.65,02246226
BENZALKONIUM CHLORIDE,LYSOL DISINFECTANT ALL PURPOSE CLEANER,0.65,02246307
GABAPENTIN,GABAPENTIN,0.65,02246314
BENZALKONIUM CHLORIDE + O-PHENYLPHENOL,DISINFECTANT SPRAY,0.65,02246329
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,AVIATION RTU CLEANER DISINFECTANT,0.65,02246339
TRANEXAMIC ACID,TRANEXAMIC ACID INJECTION BP,0.65,02246365
DIDECYL DIMETHYL AMMONIUM CHLORIDE,FEBREZE ANTIBACTERIAL (DOMESTIC),0.65,02246382
PINE OIL + CLOROPHENE,COMMERCIAL P-250 PINE DISINFECTANT,0.65,02246386
DEXTRAN 70 + HYPROMELLOSE + GLYCERINE,TEARS NATURALE FORTE,0.65,02246397
IBUPROFEN,JUNIOR STRENGTH ADVIL,0.65,02246403
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,MULTI SAN,0.65,02246426
BENZALKONIUM CHLORIDE,KEYSTONE FOAM HAND SANITIZER,0.65,02246427
BIVALIRUDIN,ANGIOMAX,0.65,02246533
TREPROSTINIL (TREPROSTINIL SODIUM),REMODULIN,0.65,02246552
CARPROFEN,RIMADYL,0.65,02246556
INDAPAMIDE + PERINDOPRIL ERBUMINE,COVERSYL PLUS LD,0.65,02246568
PERINDOPRIL ERBUMINE + INDAPAMIDE,COVERSYL PLUS,0.65,02246569
LATANOPROST + TIMOLOL (TIMOLOL MALEATE),XALACOM,0.65,02246619
O-PHENYLPHENOL + ALCOHOL ANHYDROUS + BENZALKONIUM CHLORIDE,TB MINUTEMAN,0.65,02246644
HYDROXYCHLOROQUINE SULFATE,APO-HYDROXYQUINE,0.65,02246691
SALINOMYCIN SODIUM,BIO-COX 120G PLUS,0.65,02246692
GRAMICIDIN + BACITRACIN ZINC + POLYMYXIN B (POLYMYXIN B SULFATE),TRIPLE ANTIBIOTIC OINTMENT,0.65,02246693
NAPROXEN,APO-NAPROXEN EC TABLETS,0.65,02246699
NAPROXEN,APO-NAPROXEN EC,0.65,02246700
AMCINONIDE,TARO-AMCINONIDE,0.65,02246714
ENROFLOXACIN + SILVER SULFADIAZINE,BAYTRIL OTIC,0.65,02246715
TIOTROPIUM (TIOTROPIUM BROMIDE MONOHYDRATE),SPIRIVA,0.65,02246793
KETAMINE (KETAMINE HYDROCHLORIDE),KETAMINE HYDROCHLORIDE INJECTION USP,0.65,02246795
ANTI-THYMOCYTE GLOBULIN (RABBIT),THYMOGLOBULIN,0.65,02246805
OXYTETRACYCLINE HYDROCHLORIDE (OXYTETRACYCLINE DIHYDRATE),TERRAMYCIN - 50,0.65,02246806
OXYTETRACYCLINE HYDROCHLORIDE (OXYTETRACYCLINE DIHYDRATE),TERRAMYCIN - 100,0.65,02246807
OXYTETRACYCLINE HYDROCHLORIDE (OXYTETRACYCLINE DIHYDRATE),TERRAMYCIN - 200,0.65,02246808
METFORMIN HYDROCHLORIDE,SANDOZ METFORMIN FC,0.65,02246820
ACETAMINOPHEN + DEXTROMETHORPHAN HYDROBROMIDE + PSEUDOEPHEDRINE HYDROCHLORIDE + CHLORPHENIRAMINE MALEATE,"HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU EXTRA STRENGTH",0.65,02246848
FENOFIBRATE,AA-FENO-SUPER,0.65,02246859
PHOSPHORIC ACID + CITRIC ACID,OASIS 299,0.65,02246862
CHLORHEXIDINE GLUCONATE + ALCOHOL ANHYDROUS,AVAGARD CHG,0.65,02246888
RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE),ACTONEL,0.65,02246896
CHLORHEXIDINE GLUCONATE + ISOPROPYL ALCOHOL,STANHEXIDINE AQUEOUS 2% WITH 4% ISOPROPYL ALCOHOL,0.65,02246950
DOCUSATE SODIUM + SENNOSIDES,SENNA S. TABLETS,0.65,02246951
BISMUTH OXIDE (BISMUTH SUBCITRATE POTASSIUM) + METRONIDAZOLE + TETRACYCLINE HYDROCHLORIDE,PYLERA,0.65,02246962
ESTRADIOL (ESTRADIOL HEMIHYDRATE),SANDOZ ESTRADIOL DERM 50,0.65,02246967
ESTRADIOL (ESTRADIOL HEMIHYDRATE),SANDOZ ESTRADIOL DERM 75,0.65,02246968
ESTRADIOL (ESTRADIOL HEMIHYDRATE),SANDOZ ESTRADIOL DERM 100,0.65,02246969
PRAVASTATIN SODIUM,TEVA-PRAVASTATIN,0.65,02247008
SIMVASTATIN,APO-SIMVASTATIN,0.65,02247011
LEVETIRACETAM,KEPPRA,0.65,02247027
PHENYLPROPANOLAMINE HYDROCHLORIDE,PROPALIN (PHENYLPROPANOLAMINE HYDROCHLORIDE) SYRUP FOR DOGS,0.65,02247031
OLANZAPINE (OLANZAPINE TARTRATE),ZYPREXA INTRAMUSCULAR,0.65,02247099
DOXYCYCLINE (DOXYCYCLINE HYCLATE),PMS-DOXYCYCLINE,0.65,02247104
TRENBOLONE ACETATE + ESTRADIOL BENZOATE,SYNOVEX CHOICE,0.65,02247115
SIMETHICONE,OVOL FOR GAS 180 MG TABLET,0.65,02247127
TENOFOVIR DISOPROXIL FUMARATE,VIREAD,0.65,02247128
DOCUSATE SODIUM + SENNOSIDES,SENNA LAXATIVE AND DOCUSATE SODIUM TABLETS,0.65,02247134
METHOCARBAMOL + IBUPROFEN,ROBAX PLATINUM,0.65,02247147
ROSUVASTATIN (ROSUVASTATIN CALCIUM),CRESTOR - 10MG,0.65,02247162
ROSUVASTATIN (ROSUVASTATIN CALCIUM),CRESTOR - 20MG,0.65,02247163
ROSUVASTATIN (ROSUVASTATIN CALCIUM),CRESTOR - 40MG,0.65,02247164
DESLORATADINE,AERIUS KIDS,0.65,02247193
"VIBRIO CHOLERAE INABA 48 CLASSICAL BIOTYPE, HEAT INACTIVATED + RECOMBINANT CHOLERA TOXIN B SUBUNIT + VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, FORMALIN INACTIVATED + VIBRIO CHOLERAE OGAWA 50 CLASSICAL BIOTYPE, HEAT INACTIVATED + VIBRIO CHOLERAE INABA 6973 EL TOR BIOTYPE, FORMALIN INACTIVATED",DUKORAL,0.65,02247208
AMIODARONE HYDROCHLORIDE,RIVA-AMIODARONE,0.65,02247217
SIMVASTATIN,PRO-SIMVASTATIN,0.65,02247221
PIMECROLIMUS,ELIDEL,0.65,02247238
CLOZAPINE,GEN-CLOZAPINE,0.65,02247243
DICLOFENAC SODIUM,PENNSAID,0.65,02247265
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,SANNI RINSE,0.65,02247279
FRAMYCETIN SULFATE + ESCULIN + HYDROCORTISONE + DIBUCAINE HYDROCHLORIDE,PROCTOL OINTMENT,0.65,02247322
CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),ACT CIPROFLOXACIN,0.65,02247339
LACTULOSE,PHARMA-LACTULOSE,0.65,02247383
DOCUSATE SODIUM,SANDOZ DOCUSATE SODIUM,0.65,02247385
HYDROCHLOROTHIAZIDE,PMS-HYDROCHLOROTHIAZIDE,0.65,02247386
SENNOSIDES + DOCUSATE SODIUM,SANDOZ SENNA S,0.65,02247390
ERTAPENEM (ERTAPENEM SODIUM),INVANZ,0.65,02247437
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,AGENTQUAT,0.65,02247452
CHORIONIC GONADOTROPIN,"CHORIONIC GONADOTROPIN FOR INJECTION, USP",0.65,02247459
ESTRADIOL (ESTRADIOL HEMIHYDRATE),CLIMARA 25,0.65,02247499
ESTRADIOL (ESTRADIOL HEMIHYDRATE),CLIMARA 75,0.65,02247500
EZETIMIBE,EZETROL,0.65,02247521
POVIDONE + POLYVINYL ALCOHOL,MURINE,0.65,02247538
DIPHENHYDRAMINE HYDROCHLORIDE,ANTI-ITCH CREAM,0.65,02247560
IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX),DAIRYMAN'S DEFENCE PREMIER,0.65,02247590
IODINE,DAIRYMAN'S DEFENCE ULTRA,0.65,02247591
DIPHTHERIA TOXOID + PERTUSSIS TOXOID + FILAMENTOUS HAEMAGGLUTININ + TETANUS TOXOID + PERTACTIN,BOOSTRIX,0.65,02247600
CHLORAL HYDRATE,CHLORAL HYDRATE SYRUP ODAN,0.65,02247621
TERCONAZOLE,TARO-TERCONAZOLE,0.65,02247651
PRAVASTATIN SODIUM,PMS-PRAVASTATIN,0.65,02247655
IPRATROPIUM BROMIDE,ATROVENT HFA,0.65,02247686
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,ELIMINATOR 125,0.65,02247703
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,ELIMINATOR 42,0.65,02247715
SODIUM CHLORIDE + CALCIUM CHLORIDE + DEXTROSE + SODIUM BICARBONATE + SODIUM LACTATE + MAGNESIUM CHLORIDE,PHYSIONEAL 40 GLUCOSE 1.36%,0.65,02247721
CALCIUM CHLORIDE + MAGNESIUM CHLORIDE + SODIUM LACTATE + SODIUM BICARBONATE + DEXTROSE + SODIUM CHLORIDE,PHYSIONEAL 40 GLUCOSE 2.27%,0.65,02247722
DEXTROSE + MAGNESIUM CHLORIDE + SODIUM CHLORIDE + SODIUM LACTATE + SODIUM BICARBONATE + CALCIUM CHLORIDE,PHYSIONEAL 40 GLUCOSE 3.86%,0.65,02247723
IMMUNOGLOBULIN (HUMAN),GAMUNEX,0.65,02247724
METHYLPHENIDATE HYDROCHLORIDE,CONCERTA,0.65,02247732
FAMOTIDINE,FAMOTIDINE OMEGA -(WITHOUT PRESERVATIVE),0.65,02247735
FAMOTIDINE,"FAMOTIDINE OMEGA  -(WITH PRESERVATIVE,BENZYL ALCOHOL)",0.65,02247745
PAROXETINE (PAROXETINE HYDROCHLORIDE),PMS-PAROXETINE,0.65,02247750
ALLERGENIC EXTRACTS POLLENS,OMEGA ALLERGENIC EXTRACTS - POLLENS (AQUEOUS),0.65,02247753
ALLERGENIC EXTRACTS POLLENS,OMEGA ALLERGENIC EXTRACTS - POLLENS (GLYCERINATED),0.65,02247754
ALLERGENIC EXTRACTS POLLENS,OMEGA ALLERGENIC EXTRACTS - POLLENS (SUSPAL),0.65,02247755
ALLERGENIC EXTRACT NON-POLLEN,OMEGA ALLERGENIC EXTRACTS - NON-POLLENS (AQUEOUS),0.65,02247756
ALLERGENIC EXTRACT NON-POLLEN,OMEGA ALLERGENIC EXTRACTS - NON-POLLENS (GLYCERINATED),0.65,02247757
ALLERGENIC EXTRACT NON-POLLEN,OMEGA ALLERGENIC EXTRACTS - NON-POLLENS (SUSPAL),0.65,02247758
CETRORELIX (CETRORELIX ACETATE),CETROTIDE,0.65,02247766
FOSINOPRIL SODIUM,TEVA-FOSINOPRIL,0.65,02247802
DUTASTERIDE,AVODART,0.65,02247813
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,PROMAX MICROCLEAN,0.65,02247845
FRAMYCETIN SULFATE + ESCULIN + HYDROCORTISONE + DIBUCAINE HYDROCHLORIDE,PROCTOL SUPPOSITORIES,0.65,02247882
CARVEDILOL,APO-CARVEDILOL,0.65,02247935
HYDROXYUREA,APO-HYDROXYUREA,0.65,02247937
VASOPRESSIN,VASOPRESSIN INJECTION USP,0.65,02247938
RAMIPRIL,TEVA-RAMIPRIL,0.65,02247945
CITALOPRAM (CITALOPRAM HYDROBROMIDE),PMS-CITALOPRAM,0.65,02248010
